資料序,季節,組別,date,Soil temperture,Soil  water content,ndvi,Relative humidity,Wind speed,Insolation,Temperature,Wind direction,Rainfall ,River flat area,PM10MAX,PM2.5,dustday
3759,乾季,,2016/2/13,s1,s4,s3,s1,s5,s7,s5,s2,s1,s7,s1_below_25,22,0
3760,乾季,,2016/2/14,s1,s4,s3,s5,s5,s2,s1,s1,s1,s7,s2_25_50,37,0
3761,乾季,,2016/2/15,s1,s4,s3,s5,s5,s2,s1,s1,s1,s7,s2_25_50,36,0
3762,乾季,,2016/2/16,s1,s4,s3,s3,s4,s1,s1,s1,s1,s7,s3_50_75,51,0
3763,乾季,,2016/2/17,s1,s5,s3,s5,s1,s1,s1,s1,s1,s7,s3_50_75,56,0
3764,乾季,,2016/2/18,s1,s5,s3,s6,s1,s2,s1,s1,s3,s7,s3_50_75,46,0
3765,乾季,,2016/2/19,s1,s4,s3,s6,s4,s1,s1,s1,s1,s7,s3_50_75,55,0
3766,乾季,,2016/2/20,s1,s3,s3,s2,s5,s1,s1,s1,s1,s7,s3_50_75,50,0
3767,乾季,,2016/2/21,s1,s3,s3,s1,s1,s1,s1,s1,s1,s7,s3_50_75,68,0
3768,乾季,,2016/2/22,s1,s3,s3,s6,s3,s1,s1,s1,s1,s7,s4_75_100,81,0
3769,乾季,,2016/2/23,s1,s3,s3,s6,s5,s1,s1,s1,s1,s7,s2_25_50,36,0
3770,乾季,,2016/2/24,s1,s2,s3,s5,s5,s1,s1,s1,s1,s7,s2_25_50,24,0
3771,乾季,,2016/2/25,s1,s1,s3,s6,s5,s1,s1,s1,s1,s7,s3_50_75,31,0
3772,乾季,,2016/2/26,s1,s1,s3,s6,s4,s1,s1,s1,s1,s7,s2_25_50,38,0
3773,乾季,,2016/2/27,s1,s1,s3,s6,s5,s1,s1,s1,s1,s7,s2_25_50,33,0
3774,乾季,,2016/2/28,s1,s1,s3,s4,s5,s7,s1,s1,s1,s7,s3_50_75,36,0
3775,乾季,,2016/2/29,s1,s1,s3,s1,s5,s7,s1,s1,s1,s7,s3_50_75,34,0
3776,乾季,,2016/3/1,s1,s1,s3,s1,s4,s7,s1,s1,s1,s7,s5_100_125,42,0
3777,乾季,,2016/3/2,s1,s1,s3,s1,s1,s7,s1,s4,s1,s7,s5_100_125,71,0
3778,乾季,,2016/3/3,s1,s1,s3,s1,s1,s7,s1,s1,s1,s7,s5_100_125,67,0
3779,乾季,,2016/3/4,s3,s1,s3,s1,s4,s2,s1,s1,s1,s7,s2_25_50,34,0
3780,乾季,,2016/3/5,s3,s1,s3,s1,s4,s7,s2,s4,s1,s7,s2_25_50,47,0
3781,乾季,,2016/3/6,s1,s1,s3,s3,s3,s7,s1,s1,s1,s7,s3_50_75,49,0
3782,乾季,,2016/3/7,s3,s1,s3,s5,s1,s7,s1,s4,s1,s7,s4_75_100,50,0
3783,乾季,,2016/3/8,s1,s5,s3,s5,s2,s1,s2,s3,s1,s7,s4_75_100,76,0
3784,乾季,,2016/3/9,s1,s7,s3,s6,s5,s1,s1,s1,s6,s7,s2_25_50,38,0
3785,乾季,,2016/3/10,s1,s7,s3,s6,s5,s1,s1,s1,s6,s7,s1_below_25,15,0
3786,乾季,,2016/3/11,s1,s7,s3,s6,s5,s1,s1,s1,s5,s7,s2_25_50,16,0
3787,乾季,,2016/3/12,s1,s7,s3,s6,s1,s1,s1,s1,s5,s7,s2_25_50,20,0
3788,乾季,,2016/3/13,s1,s7,s3,s6,s4,s1,s1,s1,s6,s7,s3_50_75,50,0
3789,乾季,,2016/3/14,s1,s7,s3,s6,s5,s1,s1,s1,s4,s7,s1_below_25,21,0
3790,乾季,,2016/3/15,s1,s7,s3,s6,s1,s1,s1,s1,s4,s7,s3_50_75,43,0
3791,乾季,,2016/3/16,s1,s7,s3,s6,s2,s1,s1,s1,s4,s7,s2_25_50,71,0
3792,乾季,,2016/3/17,s3,s7,s3,s6,s1,s1,s1,s1,s1,s7,s4_75_100,75,0
3793,乾季,,2016/3/18,s1,s7,s3,s6,s1,s2,s2,s1,s6,s7,s5_100_125,85,0
3794,乾季,,2016/3/19,s1,s7,s3,s6,s1,s2,s2,s4,s4,s7,s2_25_50,43,0
3795,乾季,,2016/3/20,s1,s7,s3,s6,s4,s1,s1,s1,s3,s7,s3_50_75,53,0
3796,乾季,,2016/3/21,s1,s7,s3,s6,s5,s1,s1,s1,s4,s7,s2_25_50,51,0
3797,乾季,,2016/3/22,s1,s7,s3,s6,s2,s1,s1,s4,s5,s7,s3_50_75,45,0
3798,乾季,,2016/3/23,s1,s7,s3,s6,s4,s1,s1,s1,s6,s7,s3_50_75,52,0
3799,乾季,,2016/3/24,s1,s7,s3,s6,s5,s1,s1,s1,s4,s7,s1_below_25,13,0
3800,乾季,,2016/3/25,s1,s7,s3,s6,s5,s1,s1,s1,s5,s7,s1_below_25,14,0
3801,乾季,,2016/3/26,s1,s7,s3,s1,s5,s7,s1,s1,s1,s7,s3_50_75,51,0
3802,乾季,,2016/3/27,s1,s6,s3,s1,s5,s7,s1,s1,s1,s7,s3_50_75,42,0
3803,乾季,,2016/3/28,s1,s6,s3,s1,s5,s7,s1,s1,s1,s7,s3_50_75,54,0
3804,乾季,,2016/3/29,s1,s6,s3,s1,s1,s2,s1,s1,s1,s7,s3_50_75,54,0
3805,乾季,,2016/3/30,s1,s6,s3,s1,s1,s7,s1,s1,s1,s7,s4_75_100,61,0
3806,乾季,,2016/3/31,s3,s6,s3,s5,s1,s2,s2,s4,s1,s7,s5_100_125,86,0
3807,乾季,,2016/4/1,s3,s6,s3,s6,s1,s2,s1,s1,s1,s7,s5_100_125,96,0
3808,乾季,,2016/4/2,s4,s6,s3,s5,s1,s2,s3,s1,s1,s7,s6_125_up,118,0
3809,乾季,,2016/4/3,s3,s6,s3,s5,s4,s2,s5,s3,s1,s7,s3_50_75,52,0
3810,乾季,,2016/4/4,s5,s5,s3,s5,s1,s1,s4,s1,s1,s7,s3_50_75,56,0
3811,乾季,,2016/4/5,s6,s5,s3,s6,s1,s2,s3,s1,s1,s7,s4_75_100,71,0
3812,乾季,,2016/4/6,s7,s5,s3,s2,s4,s7,s5,s3,s1,s7,s4_75_100,70,0
3813,乾季,,2016/4/7,s6,s4,s3,s4,s5,s7,s6,s2,s1,s7,s3_50_75,46,0
3814,乾季,,2016/4/8,s5,s4,s3,s6,s2,s2,s5,s2,s1,s7,s3_50_75,61,0
3815,乾季,,2016/4/9,s4,s7,s3,s5,s1,s2,s5,s1,s1,s7,s4_75_100,64,0
3816,乾季,,2016/4/10,s1,s7,s3,s5,s3,s1,s4,s2,s6,s7,s2_25_50,36,0
3817,乾季,,2016/4/11,s3,s7,s3,s6,s3,s1,s1,s1,s5,s7,s2_25_50,43,0
3818,乾季,,2016/4/12,s1,s7,s3,s6,s1,s2,s2,s1,s5,s7,s3_50_75,65,0
3819,乾季,,2016/4/13,s3,s7,s3,s5,s4,s1,s3,s2,s6,s7,s1_below_25,27,0
3820,乾季,,2016/4/14,s3,s7,s3,s6,s1,s1,s4,s1,s5,s7,s3_50_75,44,0
3821,乾季,,2016/4/15,s6,s7,s3,s6,s1,s1,s2,s1,s5,s7,s3_50_75,49,0
3822,乾季,,2016/4/16,s6,s7,s3,s2,s5,s7,s6,s3,s1,s7,s2_25_50,32,0
3823,乾季,,2016/4/17,s1,s7,s3,s5,s1,s2,s6,s1,s1,s7,s2_25_50,37,0
3824,乾季,,2016/4/18,s3,s7,s3,s6,s5,s1,s1,s1,s5,s7,s2_25_50,35,0
3825,乾季,,2016/4/19,s5,s7,s3,s6,s4,s7,s1,s1,s1,s7,s3_50_75,34,0
3826,乾季,,2016/4/20,s7,s6,s3,s6,s1,s2,s3,s1,s1,s7,s4_75_100,55,0
3827,乾季,,2016/4/21,s7,s6,s3,s5,s5,s5,s6,s3,s1,s7,s3_50_75,46,0
3828,乾季,,2016/4/22,s7,s6,s3,s1,s4,s7,s6,s2,s1,s7,s3_50_75,33,0
3829,乾季,,2016/4/23,s4,s7,s3,s1,s2,s2,s6,s2,s1,s7,s2_25_50,42,0
3830,乾季,,2016/4/24,s6,s7,s3,s3,s1,s1,s5,s2,s6,s7,s2_25_50,18,0
3831,乾季,,2016/4/25,s6,s7,s3,s6,s1,s1,s5,s4,s2,s7,s4_75_100,58,0
3832,乾季,,2016/4/26,s5,s7,s3,s5,s1,s5,s6,s3,s1,s7,s5_100_125,76,0
3833,乾季,,2016/4/27,s3,s7,s3,s4,s4,s1,s6,s3,s6,s7,s3_50_75,41,0
3834,乾季,,2016/4/28,s3,s6,s3,s5,s4,s2,s4,s1,s3,s7,s2_25_50,32,0
3835,乾季,,2016/4/29,s3,s6,s3,s1,s5,s7,s3,s1,s1,s7,s5_100_125,81,0
3836,乾季,,2016/4/30,s5,s7,s3,s5,s1,s1,s2,s1,s4,s6,s6_125_up,108,0
3837,濕季,,2016/5/1,s7,s7,s5,s6,s1,s1,s2,s1,s5,s6,s3_50_75,31,0
3838,濕季,,2016/5/2,s6,s7,s5,s1,s4,s3,s6,s3,s1,s6,s2_25_50,36,0
3839,濕季,,2016/5/3,s7,s6,s5,s2,s5,s7,s6,s3,s1,s6,s2_25_50,39,0
3840,濕季,,2016/5/4,s7,s6,s5,s5,s1,s1,s6,s1,s1,s6,s3_50_75,59,0
3841,濕季,,2016/5/5,s7,s6,s5,s1,s3,s7,s6,s2,s1,s6,s3_50_75,48,0
3842,濕季,,2016/5/6,s7,s6,s5,s1,s4,s7,s6,s2,s1,s6,s3_50_75,40,0
3843,濕季,,2016/5/7,s7,s5,s5,s3,s1,s7,s6,s2,s1,s6,s2_25_50,43,0
3844,濕季,,2016/5/8,s7,s5,s5,s5,s1,s7,s6,s2,s1,s6,s4_75_100,52,0
3845,濕季,,2016/5/9,s7,s5,s5,s1,s4,s7,s6,s2,s1,s6,s2_25_50,31,0
3846,濕季,,2016/5/10,s4,s7,s5,s1,s5,s1,s6,s2,s5,s6,s3_50_75,28,0
3847,濕季,,2016/5/11,s7,s7,s5,s5,s4,s2,s4,s1,s6,s6,s3_50_75,38,0
3848,濕季,,2016/5/12,s7,s7,s5,s4,s1,s7,s6,s1,s1,s6,s3_50_75,45,0
3849,濕季,,2016/5/13,s7,s7,s5,s5,s4,s2,s6,s1,s1,s6,s3_50_75,48,0
3850,濕季,,2016/5/14,s7,s7,s5,s2,s1,s3,s6,s2,s1,s6,s3_50_75,60,0
3851,濕季,,2016/5/15,s3,s7,s5,s1,s1,s7,s6,s1,s1,s6,s3_50_75,46,0
3852,濕季,,2016/5/16,s3,s7,s5,s6,s5,s2,s2,s1,s5,s6,s2_25_50,22,0
3853,濕季,,2016/5/17,s5,s6,s5,s5,s5,s1,s1,s1,s1,s6,s2_25_50,26,0
3854,濕季,,2016/5/18,s7,s6,s5,s5,s5,s2,s3,s1,s1,s6,s2_25_50,34,0
3855,濕季,,2016/5/19,s7,s6,s5,s4,s5,s7,s5,s4,s1,s6,s3_50_75,45,0
3856,濕季,,2016/5/20,s6,s6,s5,s5,s1,s1,s5,s1,s1,s6,s4_75_100,61,0
3857,濕季,,2016/5/21,s5,s7,s5,s5,s1,s1,s5,s1,s3,s6,s4_75_100,62,0
3858,濕季,,2016/5/22,s6,s7,s5,s6,s1,s1,s6,s1,s5,s6,s2_25_50,15,0
3859,濕季,,2016/5/23,s7,s6,s5,s6,s1,s2,s6,s1,s5,s6,s2_25_50,25,0
3860,濕季,,2016/5/24,s7,s6,s5,s6,s1,s2,s6,s4,s1,s6,s2_25_50,34,0
3861,濕季,,2016/5/25,s7,s6,s5,s6,s1,s3,s6,s3,s1,s6,s3_50_75,50,0
3862,濕季,,2016/5/26,s7,s6,s5,s5,s1,s7,s6,s4,s1,s6,s4_75_100,67,0
3863,濕季,,2016/5/27,s7,s5,s5,s1,s2,s7,s6,s2,s1,s6,s3_50_75,42,0
3864,濕季,,2016/5/28,s7,s5,s5,s1,s5,s7,s6,s2,s1,s6,s2_25_50,26,0
3865,濕季,,2016/5/29,s7,s6,s5,s1,s5,s7,s6,s2,s1,s6,s2_25_50,21,0
3866,濕季,,2016/5/30,s7,s6,s5,s1,s5,s7,s6,s3,s1,s6,s2_25_50,27,0
3867,濕季,,2016/5/31,s7,s6,s5,s1,s5,s7,s6,s3,s1,s6,s2_25_50,34,0
3868,濕季,,2016/6/1,s7,s6,s5,s1,s5,s7,s6,s3,s1,s6,s2_25_50,30,0
3869,濕季,,2016/6/2,s7,s6,s5,s2,s5,s2,s6,s3,s1,s6,s2_25_50,20,0
3870,濕季,,2016/6/3,s7,s6,s5,s2,s5,s7,s6,s2,s5,s6,s2_25_50,26,0
3871,濕季,,2016/6/4,s6,s6,s5,s1,s5,s7,s6,s3,s1,s6,s2_25_50,36,0
3872,濕季,,2016/6/5,s4,s7,s5,s2,s2,s4,s6,s3,s4,s6,s2_25_50,21,0
3873,濕季,,2016/6/6,s7,s7,s5,s6,s1,s2,s6,s1,s6,s6,s2_25_50,20,0
3874,濕季,,2016/6/7,s7,s7,s5,s5,s1,s7,s6,s1,s5,s6,s2_25_50,34,0
3875,濕季,,2016/6/8,s7,s6,s5,s1,s1,s7,s6,s2,s1,s6,s2_25_50,29,0
3876,濕季,,2016/6/9,s6,s6,s5,s3,s1,s3,s6,s1,s1,s6,s2_25_50,38,0
3877,濕季,,2016/6/10,s3,s7,s5,s5,s1,s1,s6,s1,s3,s6,s1_below_25,18,0
3878,濕季,,2016/6/11,s5,s7,s5,s6,s4,s1,s5,s2,s6,s6,s1_below_25,21,0
3879,濕季,,2016/6/12,s4,s7,s5,s4,s5,s1,s6,s2,s6,s6,s1_below_25,20,0
3880,濕季,,2016/6/13,s6,s7,s5,s4,s5,s1,s6,s2,s6,s6,s2_25_50,13,0
3881,濕季,,2016/6/14,s7,s7,s5,s4,s4,s1,s6,s2,s6,s6,s1_below_25,18,0
3882,濕季,,2016/6/15,s7,s7,s5,s2,s5,s7,s6,s3,s3,s6,s3_50_75,23,0
3883,濕季,,2016/6/16,s7,s7,s5,s1,s5,s7,s6,s3,s1,s6,s2_25_50,28,0
3884,濕季,,2016/6/17,s7,s7,s5,s1,s4,s7,s6,s1,s1,s6,s2_25_50,35,0
3885,濕季,,2016/6/18,s7,s7,s5,s1,s1,s7,s6,s1,s1,s6,s3_50_75,41,0
3886,濕季,,2016/6/19,s7,s6,s5,s2,s4,s7,s6,s1,s1,s6,s2_25_50,24,0
3887,濕季,,2016/6/20,s7,s7,s5,s1,s1,s7,s6,s4,s1,s6,s2_25_50,37,0
3888,濕季,,2016/6/21,s7,s6,s5,s1,s1,s7,s6,s2,s4,s6,s2_25_50,22,0
3889,濕季,,2016/6/22,s7,s6,s5,s1,s4,s7,s6,s2,s1,s6,s2_25_50,21,0
3890,濕季,,2016/6/23,s7,s6,s5,s1,s2,s7,s6,s2,s1,s6,s2_25_50,24,0
3891,濕季,,2016/6/24,s7,s6,s5,s1,s3,s7,s6,s2,s3,s6,s2_25_50,24,0
3892,濕季,,2016/6/25,s7,s6,s5,s1,s4,s7,s6,s2,s1,s6,s2_25_50,24,0
3893,濕季,,2016/6/26,s7,s6,s5,s1,s1,s7,s6,s4,s1,s6,s2_25_50,31,0
3894,濕季,,2016/6/27,s7,s7,s5,s1,s1,s7,s6,s1,s1,s6,s3_50_75,54,0
3895,濕季,,2016/6/28,s7,s6,s5,s3,s1,s3,s6,s3,s6,s6,s2_25_50,29,0
3896,濕季,,2016/6/29,s7,s6,s5,s4,s1,s2,s6,s1,s5,s6,s3_50_75,38,0
3897,濕季,,2016/6/30,s7,s6,s5,s1,s1,s2,s6,s4,s4,s6,s2_25_50,31,0
3898,濕季,,2016/7/1,s7,s7,s5,s3,s1,s7,s6,s1,s2,s6,s2_25_50,40,0
3899,濕季,,2016/7/2,s7,s7,s5,s5,s1,s7,s6,s2,s5,s6,s3_50_75,46,0
3900,濕季,,2016/7/3,s7,s7,s5,s2,s3,s7,s6,s2,s5,s6,s2_25_50,22,0
3901,濕季,,2016/7/4,s7,s6,s5,s1,s3,s7,s6,s2,s1,s6,s2_25_50,35,0
3902,濕季,,2016/7/5,s7,s6,s5,s2,s4,s7,s6,s1,s1,s6,s2_25_50,33,0
3903,濕季,,2016/7/6,s7,s6,s5,s2,s1,s7,s6,s1,s1,s6,s3_50_75,45,0
3904,濕季,,2016/7/7,s7,s6,s5,s2,s1,s2,s6,s1,s1,s6,s4_75_100,62,0
3905,濕季,,2016/7/8,s7,s5,s5,s5,s4,s1,s6,s1,s3,s6,s1_below_25,27,0
3906,濕季,,2016/7/9,s7,s5,s5,s5,s3,s1,s6,s3,s2,s6,s2_25_50,22,0
3907,濕季,,2016/7/10,s7,s5,s5,s1,s4,s2,s6,s2,s1,s6,s2_25_50,26,0
3908,濕季,,2016/7/11,s7,s5,s5,s1,s5,s2,s6,s2,s1,s6,s2_25_50,27,0
3909,濕季,,2016/7/12,s7,s5,s5,s1,s5,s7,s6,s3,s1,s6,s2_25_50,29,0
3910,濕季,,2016/7/13,s7,s4,s5,s1,s5,s7,s6,s2,s1,s6,s2_25_50,36,0
3911,濕季,,2016/7/14,s7,s5,s5,s1,s5,s7,s6,s2,s1,s6,s3_50_75,46,0
3912,濕季,,2016/7/15,s7,s5,s5,s1,s5,s7,s6,s3,s1,s6,s3_50_75,28,0
3913,濕季,,2016/7/16,s7,s7,s5,s1,s5,s7,s6,s3,s1,s6,s2_25_50,31,0
3914,濕季,,2016/7/17,s7,s6,s5,s1,s5,s7,s6,s2,s1,s6,s2_25_50,36,0
3915,濕季,,2016/7/18,s7,s5,s5,s1,s3,s2,s6,s2,s2,s6,s2_25_50,25,0
3916,濕季,,2016/7/19,s7,s5,s5,s1,s4,s7,s6,s2,s6,s6,s2_25_50,23,0
3917,濕季,,2016/7/20,s7,s5,s5,s1,s1,s7,s6,s2,s1,s6,s2_25_50,38,0
3918,濕季,,2016/7/21,s7,s4,s5,s1,s1,s7,s6,s2,s1,s6,s2_25_50,46,0
3919,濕季,,2016/7/22,s7,s4,s5,s1,s2,s7,s6,s2,s1,s6,s2_25_50,42,0
3920,濕季,,2016/7/23,s7,s4,s5,s1,s2,s7,s6,s2,s1,s6,s2_25_50,45,0
3921,濕季,,2016/7/24,s7,s3,s5,s1,s1,s7,s6,s4,s1,s6,s2_25_50,40,0
3922,濕季,,2016/7/25,s7,s4,s5,s1,s3,s7,s6,s4,s1,s6,s2_25_50,36,0
3923,濕季,,2016/7/26,s7,s4,s5,s1,s1,s7,s6,s2,s1,s6,s3_50_75,51,0
3924,濕季,,2016/7/27,s7,s4,s5,s1,s4,s7,s6,s2,s1,s6,s2_25_50,35,0
3925,濕季,,2016/7/28,s7,s3,s5,s1,s4,s7,s6,s2,s4,s6,s2_25_50,32,0
3926,濕季,,2016/7/29,s7,s4,s5,s1,s1,s7,s6,s2,s1,s6,s3_50_75,28,0
3927,濕季,,2016/7/30,s7,s7,s5,s1,s4,s7,s6,s4,s1,s6,s3_50_75,70,0
3928,濕季,,2016/7/31,s7,s6,s5,s1,s2,s7,s6,s4,s1,s6,s3_50_75,71,0
3929,濕季,,2016/8/1,s7,s5,s5,s4,s2,s1,s6,s1,s4,s6,s3_50_75,43,0
3930,濕季,,2016/8/2,s7,s5,s5,s5,s1,s2,s6,s1,s5,s6,s2_25_50,28,0
3931,濕季,,2016/8/3,s7,s4,s5,s1,s1,s7,s6,s4,s1,s6,s3_50_75,34,0
3932,濕季,,2016/8/4,s7,s4,s5,s1,s1,s7,s6,s4,s1,s6,s2_25_50,24,0
3933,濕季,,2016/8/5,s7,s4,s5,s1,s1,s7,s6,s1,s1,s6,s3_50_75,52,0
3934,濕季,,2016/8/6,s7,s3,s5,s3,s4,s7,s6,s1,s1,s6,s3_50_75,48,0
3935,濕季,,2016/8/7,s7,s5,s5,s4,s3,s7,s6,s4,s1,s6,s3_50_75,42,0
3936,濕季,,2016/8/8,s6,s6,s5,s4,s4,s7,s6,s4,s1,s6,s2_25_50,29,0
3937,濕季,,2016/8/9,s7,s7,s5,s1,s3,s3,s6,s1,s1,s6,s2_25_50,29,0
3938,濕季,,2016/8/10,s6,s6,s5,s2,s1,s7,s6,s1,s5,s6,s2_25_50,36,0
3939,濕季,,2016/8/11,s7,s5,s5,s6,s1,s1,s6,s2,s5,s6,s3_50_75,26,0
3940,濕季,,2016/8/12,s7,s5,s5,s6,s1,s1,s6,s1,s6,s6,s3_50_75,38,0
3941,濕季,,2016/8/13,s7,s6,s5,s6,s1,s1,s6,s1,s1,s6,s2_25_50,32,0
3942,濕季,,2016/8/14,s7,s7,s5,s5,s1,s7,s6,s1,s1,s6,s2_25_50,31,0
3943,濕季,,2016/8/15,s7,s7,s5,s5,s1,s7,s6,s1,s1,s6,s2_25_50,31,0
3944,濕季,,2016/8/16,s7,s6,s5,s6,s1,s2,s6,s2,s5,s6,s2_25_50,54,0
3945,濕季,,2016/8/17,s7,s6,s5,s5,s3,s7,s6,s1,s6,s6,s3_50_75,39,0
3946,濕季,,2016/8/18,s7,s6,s5,s5,s1,s3,s6,s1,s6,s6,s2_25_50,31,0
3947,濕季,,2016/8/19,s7,s6,s5,s5,s1,s3,s6,s1,s3,s6,s2_25_50,31,0
3948,濕季,,2016/8/20,s7,s5,s5,s3,s1,s7,s6,s2,s1,s6,s3_50_75,33,0
3949,濕季,,2016/8/21,s7,s5,s5,s4,s2,s7,s6,s1,s1,s6,s3_50_75,39,0
3950,濕季,,2016/8/22,s7,s5,s5,s4,s1,s7,s6,s4,s1,s6,s3_50_75,43,0
3951,濕季,,2016/8/23,s7,s5,s5,s2,s3,s7,s6,s1,s1,s6,s3_50_75,52,0
3952,濕季,,2016/8/24,s7,s5,s5,s4,s2,s7,s6,s4,s1,s6,s3_50_75,48,0
3953,濕季,,2016/8/25,s6,s7,s5,s3,s1,s7,s6,s1,s1,s6,s4_75_100,62,0
3954,濕季,,2016/8/26,s7,s6,s5,s1,s2,s7,s6,s1,s1,s6,s5_100_125,69,0
3955,濕季,,2016/8/27,s7,s5,s5,s2,s4,s7,s6,s1,s1,s6,s3_50_75,43,0
3956,濕季,,2016/8/28,s7,s5,s5,s6,s2,s1,s6,s1,s5,s6,s3_50_75,42,0
3957,濕季,,2016/8/29,s7,s5,s5,s1,s5,s3,s6,s1,s1,s6,s3_50_75,52,0
3958,濕季,,2016/8/30,s7,s5,s5,s1,s1,s1,s6,s4,s1,s6,s4_75_100,65,0
3959,濕季,,2016/8/31,s6,s5,s5,s1,s1,s7,s6,s3,s1,s6,s3_50_75,60,0
3960,濕季,,2016/9/1,s7,s5,s5,s1,s4,s7,s6,s3,s1,s6,s3_50_75,53,0
3961,濕季,,2016/9/2,s7,s7,s5,s2,s3,s1,s6,s2,s1,s6,s2_25_50,32,0
3962,濕季,,2016/9/3,s6,s6,s5,s6,s1,s1,s6,s1,s5,s6,s1_below_25,18,0
3963,濕季,,2016/9/4,s7,s6,s5,s5,s1,s7,s6,s4,s1,s6,s2_25_50,29,0
3964,濕季,,2016/9/5,s6,s5,s5,s4,s1,s7,s6,s4,s4,s6,s2_25_50,26,0
3965,濕季,,2016/9/6,s5,s7,s5,s6,s1,s1,s6,s2,s5,s6,s2_25_50,15,0
3966,濕季,,2016/9/7,s6,s7,s5,s2,s5,s1,s6,s2,s2,s6,s2_25_50,14,0
3967,濕季,,2016/9/8,s7,s6,s5,s1,s4,s1,s6,s2,s1,s6,s2_25_50,24,0
3968,濕季,,2016/9/9,s7,s6,s5,s3,s1,s1,s6,s2,s5,s6,s2_25_50,23,0
3969,濕季,,2016/9/10,s7,s6,s5,s6,s1,s7,s6,s1,s4,s6,s2_25_50,28,0
3970,濕季,,2016/9/11,s7,s6,s5,s4,s1,s7,s6,s1,s1,s6,s2_25_50,28,0
3971,濕季,,2016/9/12,s7,s6,s5,s5,s5,s7,s6,s1,s1,s6,s2_25_50,32,0
3972,濕季,,2016/9/13,s7,s6,s5,s5,s5,s2,s6,s1,s1,s6,s2_25_50,22,0
3973,濕季,,2016/9/14,s5,s7,s5,s2,s1,s1,s6,s1,s3,s6,s2_25_50,19,0
3974,濕季,,2016/9/15,s6,s7,s5,s6,s1,s1,s6,s1,s4,s6,s2_25_50,19,0
3975,濕季,,2016/9/16,s6,s6,s5,s1,s4,s7,s6,s1,s1,s6,s2_25_50,21,0
3976,濕季,,2016/9/17,s6,s6,s5,s6,s1,s1,s6,s1,s5,s6,s2_25_50,22,0
3977,濕季,,2016/9/18,s7,s6,s5,s4,s5,s2,s6,s1,s6,s6,s2_25_50,25,0
3978,濕季,,2016/9/19,s7,s5,s5,s1,s5,s1,s5,s1,s1,s6,s3_50_75,47,0
3979,濕季,,2016/9/20,s7,s5,s5,s1,s5,s7,s5,s1,s1,s6,s2_25_50,24,0
3980,濕季,,2016/9/21,s7,s5,s5,s1,s3,s7,s6,s1,s1,s6,s3_50_75,24,0
3981,濕季,,2016/9/22,s7,s5,s5,s4,s3,s7,s6,s4,s1,s6,s3_50_75,41,0
3982,濕季,,2016/9/23,s7,s4,s5,s4,s3,s7,s6,s4,s1,s6,s3_50_75,33,0
3983,濕季,,2016/9/24,s5,s7,s5,s4,s3,s7,s6,s1,s1,s6,s3_50_75,38,0
3984,濕季,,2016/9/25,s6,s7,s5,s5,s4,s7,s6,s1,s1,s6,s2_25_50,38,0
3985,濕季,,2016/9/26,s7,s6,s5,s3,s5,s7,s6,s1,s1,s6,s2_25_50,26,0
3986,濕季,,2016/9/27,s7,s6,s5,s6,s5,s1,s6,s1,s6,s6,s1_below_25,20,0
3987,濕季,,2016/9/28,s7,s6,s5,s5,s5,s1,s6,s2,s6,s6,s2_25_50,21,0
3988,濕季,,2016/9/29,s7,s6,s5,s5,s1,s2,s6,s1,s1,s6,s3_50_75,39,0
3989,濕季,,2016/9/30,s7,s6,s5,s3,s4,s3,s6,s1,s1,s6,s2_25_50,36,0
3990,濕季,,2016/10/1,s7,s6,s3,s4,s1,s2,s6,s3,s1,s6,s3_50_75,50,0
3991,濕季,,2016/10/2,s7,s5,s3,s4,s2,s7,s6,s1,s1,s6,s2_25_50,34,0
3992,濕季,,2016/10/3,s6,s6,s3,s5,s2,s7,s6,s1,s1,s6,s3_50_75,54,0
3993,濕季,,2016/10/4,s6,s6,s3,s1,s2,s7,s6,s1,s1,s6,s3_50_75,43,0
3994,濕季,,2016/10/5,s6,s6,s3,s3,s1,s7,s6,s4,s1,s6,s3_50_75,46,0
3995,濕季,,2016/10/6,s4,s6,s3,s5,s1,s2,s6,s1,s2,s6,s4_75_100,78,0
3996,濕季,,2016/10/7,s5,s5,s3,s6,s1,s1,s6,s1,s3,s6,s4_75_100,77,0
3997,濕季,,2016/10/8,s6,s5,s3,s5,s1,s1,s6,s3,s3,s6,s2_25_50,20,0
3998,濕季,,2016/10/9,s6,s5,s3,s6,s5,s1,s3,s1,s1,s6,s1_below_25,18,0
3999,濕季,,2016/10/10,s6,s5,s3,s6,s5,s1,s3,s1,s1,s6,s1_below_25,15,0
4000,濕季,,2016/10/11,s6,s4,s3,s6,s5,s2,s5,s1,s1,s6,s2_25_50,25,0
4001,濕季,,2016/10/12,s7,s4,s3,s6,s5,s2,s5,s1,s1,s6,s1_below_25,19,0
4002,濕季,,2016/10/13,s7,s4,s3,s5,s5,s7,s5,s1,s1,s6,s2_25_50,21,0
4003,濕季,,2016/10/14,s7,s4,s3,s5,s5,s7,s5,s1,s1,s6,s2_25_50,41,0
4004,濕季,,2016/10/15,s7,s3,s3,s3,s1,s7,s6,s1,s1,s6,s4_75_100,64,0
4005,濕季,,2016/10/16,s7,s3,s3,s2,s1,s7,s6,s1,s1,s6,s4_75_100,66,0
4006,濕季,,2016/10/17,s7,s3,s3,s1,s1,s7,s6,s1,s1,s6,s5_100_125,88,0
